                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    214,                0.86928,                 1.1831,                0.50948,                0.90728,                0.94061,                0.90909,                0.95772,                0.74555,                0.94195,                0.86053,                0.92742,                0.50358,                0.90327,                 1.4023,                0.50678,                0.94866,              0.0010628,              0.0010628,              0.0010628
                    215,                0.82809,                 1.2083,                0.50984,                 0.8874,                0.94816,                0.90057,                0.95491,                0.72367,                0.94111,                0.85227,                0.92716,                 0.4738,                 0.9726,                 1.5339,                0.52189,                0.96891,              0.0010584,              0.0010584,              0.0010584
                    216,                 0.8399,                 1.1901,                0.50406,                0.90205,                 0.9553,                0.89052,                0.94595,                0.73956,                 0.9534,                0.85252,                0.90843,                0.50886,                0.89004,                 1.3604,                0.50666,                 0.9461,               0.001054,               0.001054,               0.001054
                    217,                0.83396,                 1.1526,                0.50719,                0.90591,                0.96577,                0.89015,                0.95222,                0.73537,                0.93694,                0.85985,                0.90351,                0.48404,                0.88937,                 1.4542,                0.51679,                0.94711,              0.0010496,              0.0010496,              0.0010496
                    218,                0.83279,                  1.158,                0.50306,                0.90211,                0.96742,                0.89975,                 0.9592,                0.72461,                0.93504,                0.85985,                0.90052,                0.48206,                0.90782,                 1.4372,                0.51745,                0.95041,              0.0010452,              0.0010452,              0.0010452
                    219,                0.82359,                 1.1059,                0.49596,                0.89212,                0.94562,                0.92045,                0.96659,                0.72991,                0.94631,                0.87879,                0.92168,                0.49946,                0.92405,                 1.4041,                0.51281,                0.96176,              0.0010408,              0.0010408,              0.0010408
                    220,                0.84466,                  1.184,                0.50288,                 0.8905,                0.94899,                 0.9161,                0.95863,                 0.7374,                0.93914,                0.86742,                0.91432,                0.47416,                0.91297,                 1.5471,                0.52054,                0.95738,              0.0010364,              0.0010364,              0.0010364
                    221,                0.87461,                 1.1918,                0.52009,                0.90444,                0.96014,                 0.9125,                0.96093,                0.72671,                0.93069,                0.86742,                0.92014,                0.48727,                0.93012,                 1.4948,                 0.5277,                0.95633,               0.001032,               0.001032,               0.001032
                    222,                0.89592,                 1.2188,                0.52402,                0.90347,                0.94836,                0.91667,                0.95884,                0.70815,                0.93397,                0.85985,                 0.9128,                0.48611,                 1.0302,                  1.468,                0.56803,                0.98398,              0.0010276,              0.0010276,              0.0010276
                    223,                0.85888,                 1.1937,                0.51277,                 0.9017,                0.96723,                0.89015,                0.95901,                0.71631,                0.92842,                 0.8352,                0.89756,                0.42117,                0.96258,                  1.643,                0.53694,                0.95741,              0.0010232,              0.0010232,              0.0010232
                    224,                0.89434,                 1.2315,                0.50923,                0.89821,                 0.9492,                0.92008,                0.95938,                0.70931,                0.93229,                0.85227,                0.90212,                0.44701,                0.96548,                 1.4487,                0.54093,                 0.9568,              0.0010188,              0.0010188,              0.0010188
                    225,                0.83765,                 1.1391,                0.50243,                0.90331,                 0.9599,                0.90666,                0.95672,                0.73609,                0.94809,                0.85985,                0.92034,                0.50235,                0.88549,                 1.4037,                0.50099,                0.94538,              0.0010144,              0.0010144,              0.0010144
                    226,                 0.8437,                 1.1715,                0.49545,                 0.8968,                0.96136,                0.91667,                0.96779,                0.73241,                0.93716,                0.84848,                0.90915,                0.45103,                0.93629,                 1.5304,                0.51402,                0.95682,                0.00101,                0.00101,                0.00101
                    227,                0.81874,                 1.1591,                0.48374,                0.88258,                0.94556,                0.92106,                0.96951,                 0.7453,                0.95184,                0.86364,                0.92367,                0.50466,                0.90333,                 1.3995,                0.49464,                0.95154,              0.0010056,              0.0010056,              0.0010056
                    228,                0.83032,                  1.176,                0.50565,                0.89084,                0.95931,                0.89314,                0.96061,                0.73269,                0.94378,                0.86364,                0.92144,                0.47665,                 0.9322,                 1.5748,                0.50786,                0.95464,              0.0010012,              0.0010012,              0.0010012
                    229,                0.83474,                 1.1648,                0.50799,                0.88772,                0.92629,                0.93182,                0.96398,                0.72681,                0.91095,                  0.875,                0.90919,                0.48648,                0.90502,                 1.4502,                0.51057,                0.95729,              0.0009968,              0.0009968,              0.0009968
                    230,                0.84759,                 1.1383,                0.52671,                0.89789,                0.95259,                0.92045,                0.96279,                 0.7263,                0.92411,                0.87121,                 0.9176,                0.47591,                0.93667,                 1.4658,                0.50771,                0.96451,              0.0009924,              0.0009924,              0.0009924
                    231,                0.84152,                 1.1257,                0.49916,                0.87819,                0.95293,                0.92045,                0.96058,                0.71704,                0.91804,                0.86364,                0.91031,                0.46449,                  1.013,                 1.5491,                0.52493,                0.97907,               0.000988,               0.000988,               0.000988
                    232,                0.82615,                 1.1187,                0.49205,                0.88292,                0.97187,                0.91619,                0.96825,                0.74602,                0.91904,                0.85996,                0.90842,                0.50281,                0.92334,                 1.4234,                0.51439,                0.94459,              0.0009836,              0.0009836,              0.0009836
                    233,                0.82752,                 1.1215,                0.49951,                 0.8905,                 0.9479,                0.92045,                0.96475,                0.75236,                0.93413,                0.86364,                0.90851,                0.46933,                0.90214,                  1.581,                0.49848,                0.94081,              0.0009792,              0.0009792,              0.0009792
                    234,                0.79837,                 1.1255,                0.48409,                0.89061,                0.97958,                0.90833,                0.97238,                0.75173,                0.93458,                 0.8658,                0.91046,                0.51008,                 0.8968,                 1.4452,                0.50011,                 0.9434,              0.0009748,              0.0009748,              0.0009748
                    235,                0.88718,                 1.1652,                0.51044,                0.88459,                0.96834,                 0.9053,                0.97199,                0.73775,                0.93732,                0.86742,                0.91711,                0.48871,                0.91447,                 1.4923,                0.51382,                0.95238,              0.0009704,              0.0009704,              0.0009704
                    236,                0.81256,                 1.1575,                 0.4983,                0.88076,                0.96343,                0.92424,                0.96984,                0.73525,                 0.9311,                0.85985,                0.91461,                0.46478,                0.91411,                 1.5764,                0.51995,                 0.9573,               0.000966,               0.000966,               0.000966
                    237,                0.84606,                 1.1804,                0.52859,                0.90956,                0.96309,                0.90909,                 0.9652,                0.73524,                0.93436,                0.85606,                0.91119,                0.49111,                0.89503,                 1.3965,                0.51129,                0.95307,              0.0009616,              0.0009616,              0.0009616
                    238,                0.83279,                  1.165,                0.50223,                0.88332,                0.93324,                0.92424,                0.96416,                0.73878,                0.93309,                0.85606,                0.91636,                0.49512,                0.88516,                 1.4171,                0.50804,                0.95168,              0.0009572,              0.0009572,              0.0009572
                    239,                 0.8165,                 1.1534,                0.50947,                0.88751,                0.94705,                0.92045,                0.95766,                0.72274,                 0.9445,                0.85606,                0.89994,                0.47345,                0.91236,                 1.5684,                0.51922,                0.96097,              0.0009528,              0.0009528,              0.0009528
                    240,                0.82232,                 1.1689,                0.50254,                0.89088,                0.94441,                0.92424,                0.96217,                0.72884,                0.92276,                0.85985,                0.90679,                0.48578,                0.88784,                 1.3878,                0.51304,                0.94996,              0.0009484,              0.0009484,              0.0009484
                    241,                0.82761,                 1.1334,                0.48731,                0.88108,                 0.9572,                0.93182,                0.96082,                 0.7128,                 0.9181,                0.86364,                0.90955,                0.42181,                0.98889,                 1.6208,                0.52987,                 0.9731,               0.000944,               0.000944,               0.000944
                    242,                0.84883,                 1.1632,                0.50406,                0.89512,                0.94263,                0.93361,                0.97209,                0.72285,                 0.9228,                 0.8603,                0.91722,                0.48438,                0.99055,                 1.4798,                0.52964,                0.98088,              0.0009396,              0.0009396,              0.0009396
                    243,                0.82533,                 1.1319,                0.49539,                0.89237,                0.94942,                0.92433,                0.97514,                0.74735,                0.91931,                0.86364,                0.92108,                  0.501,                0.92465,                 1.4273,                 0.5065,                0.95855,              0.0009352,              0.0009352,              0.0009352
                    244,                 0.8128,                 1.1413,                0.49121,                0.88856,                0.94926,                0.92117,                0.96691,                0.72989,                0.93753,                0.85271,                0.92331,                0.46203,                0.95457,                 1.5721,                0.51455,                0.97382,              0.0009308,              0.0009308,              0.0009308
                    245,                0.78438,                 1.0736,                0.47579,                0.87974,                0.95278,                0.91708,                 0.9656,                0.75477,                0.92882,                0.88973,                0.93138,                0.49802,                0.87803,                 1.4102,                0.49977,                0.94758,              0.0009264,              0.0009264,              0.0009264
                    246,                0.82685,                 1.1091,                0.47585,                0.88496,                0.94785,                0.89498,                0.96689,                0.74241,                0.93898,                 0.8743,                0.92299,                0.48342,                0.91959,                 1.5365,                0.50793,                0.95732,               0.000922,               0.000922,               0.000922
                    247,                0.77004,                 1.0812,                0.48037,                0.88067,                0.96692,                0.88577,                0.96455,                 0.7515,                0.95035,                0.87002,                0.93301,                0.51463,                0.88792,                 1.4059,                0.50613,                0.94665,              0.0009176,              0.0009176,              0.0009176
                    248,                0.78069,                 1.1136,                0.48084,                0.88786,                0.96069,                0.90152,                0.96816,                0.75117,                0.94868,                0.85985,                  0.923,                0.47508,                0.89251,                 1.5244,                0.50723,                0.94788,              0.0009132,              0.0009132,              0.0009132
                    249,                0.79424,                 1.1096,                 0.4797,                0.88565,                0.96341,                0.89759,                0.96672,                0.74107,                0.94057,                0.85606,                0.92213,                0.48279,                0.89299,                 1.4605,                0.51587,                  0.953,              0.0009088,              0.0009088,              0.0009088
                    250,                0.79195,                 1.1119,                0.48539,                0.88033,                0.94951,                0.91288,                0.96101,                0.73875,                0.94076,                0.85985,                0.92325,                0.50472,                0.89521,                 1.4279,                0.50134,                0.95196,              0.0009044,              0.0009044,              0.0009044
                    251,                0.85233,                 1.1424,                0.49285,                0.89681,                0.94123,                0.90997,                 0.9521,                0.72221,                0.93192,                 0.8447,                0.90902,                0.46905,                0.95025,                 1.6096,                0.51431,                 0.9612,                 0.0009,                 0.0009,                 0.0009
                    252,                0.82605,                 1.1114,                0.48374,                0.89292,                 0.9635,                0.92045,                0.95999,                0.73584,                0.92309,                  0.875,                0.91741,                0.49327,                0.91986,                 1.4865,                0.51261,                0.95965,              0.0008956,              0.0008956,              0.0008956
                    253,                0.80608,                 1.0807,                 0.4814,                0.89083,                0.95253,                0.92803,                0.96821,                0.72678,                0.91545,                0.86122,                0.91188,                0.48834,                 0.9343,                 1.5583,                0.51688,                0.96729,              0.0008912,              0.0008912,              0.0008912
                    254,                0.78597,                 1.0774,                0.49319,                0.87902,                0.96383,                0.92803,                 0.9673,                0.73863,                0.94243,                0.86813,                0.92822,                0.49809,                0.91075,                 1.4712,                 0.5074,                0.96144,              0.0008868,              0.0008868,              0.0008868
                    255,                0.80805,                 1.1054,                0.49364,                0.88785,                0.95661,                0.91866,                0.97042,                0.73753,                0.93082,                0.86642,                0.92417,                0.46328,                0.91104,                 1.5187,                0.49673,                 0.9499,              0.0008824,              0.0008824,              0.0008824
                    256,                 0.8224,                 1.1261,                0.49423,                0.88615,                 0.9529,                0.90909,                0.96706,                  0.732,                0.93087,                0.84091,                0.92475,                0.48674,                0.92422,                 1.4508,                0.50376,                0.95552,               0.000878,               0.000878,               0.000878
                    257,                0.81697,                 1.0755,                0.49549,                0.89249,                0.96772,                0.91667,                0.97144,                0.74436,                0.95053,                 0.8734,                0.93546,                0.48407,                0.89648,                  1.494,                0.48488,                 0.9475,              0.0008736,              0.0008736,              0.0008736
                    258,                0.83312,                 1.1047,                0.49197,                0.89952,                0.96797,                0.91573,                0.96704,                0.74717,                0.94673,                  0.875,                0.93377,                0.49186,                0.87098,                 1.4638,                0.47853,                0.94293,              0.0008692,              0.0008692,              0.0008692
                    259,                0.82406,                 1.1298,                0.48828,                0.89209,                0.93471,                0.92424,                0.97152,                0.72593,                0.93114,                0.87121,                0.92106,                0.47123,                0.92532,                 1.4984,                0.50704,                0.95429,              0.0008648,              0.0008648,              0.0008648
                    260,                0.83885,                 1.0939,                0.50006,                0.89087,                0.94666,                 0.9411,                0.97154,                0.75031,                0.94487,                  0.875,                0.94512,                0.51892,                0.86845,                 1.4192,                0.49339,                0.93966,              0.0008604,              0.0008604,              0.0008604
                    261,                0.80206,                 1.1555,                0.47797,                0.87984,                0.94664,                0.94087,                 0.9711,                0.73334,                0.93253,                0.86364,                 0.9318,                0.49313,                0.93038,                  1.428,                0.50299,                0.95241,               0.000856,               0.000856,               0.000856
                    262,                0.83384,                 1.1083,                0.48394,                0.89807,                0.96837,                0.92776,                0.97171,                0.74707,                0.94826,                0.86742,                0.93778,                0.52029,                0.89605,                 1.3396,                0.48046,                0.94437,              0.0008516,              0.0008516,              0.0008516
                    263,                0.79506,                 1.1064,                 0.4733,                0.88524,                0.95117,                0.93561,                0.96898,                0.73851,                0.92628,                0.86364,                0.92563,                0.48265,                0.93756,                 1.4905,                0.50396,                0.95204,              0.0008472,              0.0008472,              0.0008472
                    264,                0.83746,                  1.157,                0.48517,                0.88623,                0.93689,                0.95603,                 0.9681,                0.74759,                0.87838,                0.90282,                0.92316,                0.51505,                0.88964,                 1.3354,                0.50207,                0.94752,              0.0008428,              0.0008428,              0.0008428
                    265,                0.79074,                 1.1102,                 0.4766,                0.87912,                0.94708,                 0.9491,                0.97206,                0.73976,                0.94753,                0.86364,                0.93273,                0.50456,                0.94866,                 1.4742,                0.51101,                0.96215,              0.0008384,              0.0008384,              0.0008384
                    266,                0.81153,                  1.134,                0.48166,                0.88024,                0.95387,                0.93981,                0.97121,                0.72112,                0.92529,                0.84444,                 0.8997,                0.43454,                0.98522,                 1.5628,                0.51788,                0.97401,               0.000834,               0.000834,               0.000834
                    267,                0.79574,                 1.0705,                0.47668,                 0.8771,                0.94973,                0.93024,                0.96926,                0.74752,                0.91976,                0.84091,                0.91181,                0.50994,                0.90536,                 1.4562,                0.50028,                0.95406,              0.0008296,              0.0008296,              0.0008296
                    268,                0.77319,                 1.0703,                0.47217,                0.88584,                0.96308,                0.92045,                0.96906,                0.73948,                0.92606,                0.85394,                 0.9149,                0.49052,                0.92032,                 1.5451,                0.51059,                0.95538,              0.0008252,              0.0008252,              0.0008252
                    269,                 0.7652,                 1.0559,                 0.4749,                0.84846,                0.96065,                0.92478,                0.96663,                0.74693,                0.93444,                  0.875,                0.93519,                0.48771,                0.88717,                  1.509,                0.50178,                0.94355,              0.0008208,              0.0008208,              0.0008208
                    270,                0.79447,                 1.0786,                 0.4781,                0.88403,                0.94971,                0.92994,                0.96793,                0.75546,                0.92684,                0.86374,                0.93603,                0.52067,                0.88681,                  1.495,                0.49057,                0.94495,              0.0008164,              0.0008164,              0.0008164
                    271,                0.82322,                 1.1249,                0.49087,                0.88138,                0.96077,                 0.9053,                0.96595,                0.75572,                0.92121,                0.86742,                0.93429,                0.53236,                0.85137,                 1.4413,                0.47845,                0.93931,               0.000812,               0.000812,               0.000812
                    272,                0.74867,                 1.0495,                0.47333,                0.86913,                0.95238,                0.92424,                0.96645,                0.75296,                0.90656,                0.88199,                0.92697,                0.51946,                0.86447,                 1.4385,                0.50366,                0.94191,              0.0008076,              0.0008076,              0.0008076
                    273,                0.76589,                 1.0668,                0.46258,                0.87567,                0.95032,                0.92424,                0.96772,                0.73964,                0.91003,                0.87879,                0.92114,                0.50171,                0.90924,                 1.4918,                0.51623,                0.95207,              0.0008032,              0.0008032,              0.0008032
                    274,                0.77152,                  1.065,                0.46274,                0.87728,                0.96086,                0.92992,                0.96725,                0.75834,                0.92174,                0.89227,                  0.946,                 0.5249,                 0.8571,                 1.3721,                0.48891,                0.93537,              0.0007988,              0.0007988,              0.0007988
                    275,                0.75469,                  1.054,                0.45985,                0.86798,                0.96453,                0.92712,                0.96974,                0.75643,                 0.9214,                0.88812,                0.93291,                0.50058,                0.88796,                 1.4412,                0.49557,                0.94468,              0.0007944,              0.0007944,              0.0007944
                    276,                0.80451,                 1.1311,                0.47481,                0.87838,                0.93309,                0.93939,                0.96866,                0.72505,                0.90886,                0.86364,                0.91322,                0.43378,                0.96547,                 1.4392,                0.52659,                 0.9649,                0.00079,                0.00079,                0.00079
                    277,                 0.7984,                 1.1497,                0.47856,                0.87202,                0.94317,                0.93561,                0.96806,                0.74457,                0.92369,                 0.8712,                 0.9231,                0.49047,                0.90122,                 1.3732,                0.50032,                0.95098,              0.0007856,              0.0007856,              0.0007856
                    278,                0.78621,                  1.039,                0.46249,                0.86204,                  0.961,                0.93343,                0.96601,                0.74117,                0.93173,                0.88258,                0.92976,                0.49221,                0.90901,                 1.4508,                0.48918,                0.95543,              0.0007812,              0.0007812,              0.0007812
                    279,                0.78973,                 1.1066,                0.47108,                0.89005,                 0.9587,                0.92803,                0.96715,                 0.7514,                0.92864,                0.89773,                0.93305,                0.51087,                0.87155,                  1.372,                0.48162,                0.94853,              0.0007768,              0.0007768,              0.0007768
                    280,                0.80068,                 1.1739,                0.47248,                0.89138,                0.94982,                0.93215,                0.96991,                0.73787,                0.93078,                0.85227,                0.92425,                 0.4864,                0.89436,                  1.459,                0.49002,                0.94842,              0.0007724,              0.0007724,              0.0007724
                    281,                0.78476,                 1.1156,                0.46898,                0.86838,                0.93973,                0.92803,                0.96798,                0.71801,                0.91524,                0.85895,                0.91651,                0.47615,                0.97183,                 1.5259,                0.51971,                 0.9666,               0.000768,               0.000768,               0.000768
                    282,                0.78253,                 1.0896,                0.46359,                0.87218,                0.96074,                0.92706,                0.97206,                0.73553,                0.94088,                0.87879,                0.93772,                0.49175,                0.93064,                 1.4124,                0.48585,                0.95563,              0.0007636,              0.0007636,              0.0007636
                    283,                0.76075,                 1.0402,                0.47174,                 0.8688,                0.95331,                0.92815,                0.96927,                0.73068,                0.92745,                0.87879,                0.92939,                0.48466,                0.92988,                 1.4609,                0.47935,                0.95065,              0.0007592,              0.0007592,              0.0007592
                    284,                0.78391,                 1.1163,                0.46678,                0.87467,                0.93291,                0.94817,                0.96965,                0.73241,                0.94349,                  0.875,                0.92706,                0.49472,                0.91209,                 1.4551,                0.49105,                0.94733,              0.0007548,              0.0007548,              0.0007548
                    285,                0.74647,                 1.0612,                0.45061,                0.86975,                0.96925,                0.91288,                0.97388,                0.74071,                0.94304,                0.87804,                0.92909,                0.48904,                0.89046,                 1.4256,                0.47437,                0.94652,              0.0007504,              0.0007504,              0.0007504
                    286,                0.77967,                 1.0931,                 0.4681,                0.87264,                0.92637,                0.95455,                0.97254,                0.74134,                0.93516,                0.87413,                0.91308,                 0.4561,                0.90323,                 1.6893,                0.48192,                0.94783,               0.000746,               0.000746,               0.000746
                    287,                0.80007,                 1.1176,                0.46572,                0.88096,                0.92279,                0.93939,                0.96751,                0.74057,                0.94119,                0.86364,                 0.9233,                0.50061,                0.90012,                 1.4585,                0.48885,                0.95295,              0.0007416,              0.0007416,              0.0007416
                    288,                0.76566,                  1.066,                0.45657,                0.87762,                0.93716,                0.93939,                0.96709,                0.73105,                0.93322,                0.84689,                0.90923,                0.47028,                0.93545,                 1.5053,                0.50042,                0.96032,              0.0007372,              0.0007372,              0.0007372
                    289,                0.80289,                 1.1648,                0.47606,                0.88637,                0.94651,                0.94318,                0.96912,                0.75954,                0.95409,                0.85985,                0.93293,                0.50377,                0.87748,                 1.5062,                0.48123,                0.94442,              0.0007328,              0.0007328,              0.0007328
                    290,                0.77748,                 1.0536,                0.46858,                0.87471,                 0.9676,                 0.9051,                0.96618,                0.75857,                 0.9411,                0.86742,                0.92953,                0.51063,                0.86457,                 1.4299,                0.46457,                0.93911,              0.0007284,              0.0007284,              0.0007284
                    291,                0.78419,                 1.1067,                0.48327,                0.87977,                0.96727,                0.89544,                0.96234,                 0.7364,                 0.9531,                0.85985,                0.92886,                0.49167,                0.91164,                 1.5704,                0.48407,                0.95475,               0.000724,               0.000724,               0.000724
                    292,                0.77902,                 1.0822,                0.45161,                0.85951,                0.95903,                 0.9053,                0.95827,                0.74551,                0.94608,                0.86393,                0.92068,                0.50402,                0.87015,                 1.5002,                0.47835,                0.94095,              0.0007196,              0.0007196,              0.0007196
                    293,                0.77944,                 1.0803,                0.48881,                 0.8795,                0.95574,                0.91288,                0.96258,                0.73477,                0.92869,                0.85985,                0.92284,                0.45189,                0.91468,                 1.5617,                0.50954,                0.95268,              0.0007152,              0.0007152,              0.0007152
                    294,                0.78994,                 1.0727,                0.48009,                0.87864,                0.95604,                0.91667,                0.95803,                0.75095,                0.92125,                 0.8863,                0.93118,                0.50261,                0.85672,                 1.4385,                0.48687,                0.93637,              0.0007108,              0.0007108,              0.0007108
                    295,                0.78866,                  1.098,                0.46839,                0.87802,                0.93927,                0.92424,                0.95903,                0.73853,                0.92047,                0.87687,                0.91768,                0.48294,                0.86872,                 1.5468,                0.49057,                0.93763,              0.0007064,              0.0007064,              0.0007064
                    296,                0.75506,                 1.0506,                0.46581,                0.88392,                0.97208,                0.92318,                0.96472,                0.73525,                0.92813,                0.88049,                0.91885,                0.49535,                0.89376,                 1.4952,                0.48353,                0.95013,               0.000702,               0.000702,               0.000702
                    297,                0.76147,                 1.0696,                0.46562,                0.87006,                0.97586,                0.91889,                0.96586,                0.74646,                0.93705,                0.86742,                0.92367,                0.48211,                0.90282,                 1.5136,                 0.4896,                0.95209,              0.0006976,              0.0006976,              0.0006976
                    298,                0.77551,                 1.0971,                0.45636,                0.88504,                0.96631,                 0.9053,                0.96181,                0.71739,                0.92357,                0.86742,                0.92133,                 0.4296,                0.97964,                 1.6417,                0.51655,                 0.9762,              0.0006932,              0.0006932,              0.0006932
                    299,                0.79061,                 1.0913,                0.46922,                 0.8881,                0.93473,                0.93561,                0.96276,                0.72735,                0.92615,                0.85606,                0.91871,                0.45992,                0.93714,                 1.4662,                0.50394,                0.96129,              0.0006888,              0.0006888,              0.0006888
                    300,                 0.7282,                 1.0142,                0.44066,                0.86139,                0.96788,                0.91317,                0.97104,                0.73415,                0.89314,                  0.875,                0.91602,                0.47541,                0.93792,                 1.5553,                0.49676,                0.96347,              0.0006844,              0.0006844,              0.0006844
                    301,                0.77656,                 1.0752,                0.46497,                 0.8742,                0.94546,                0.91921,                0.96073,                0.73798,                0.89456,                0.86772,                0.90785,                0.46958,                0.89912,                 1.5402,                0.48171,                0.95435,                0.00068,                0.00068,                0.00068
                    302,                0.74919,                 1.0243,                0.45454,                0.86428,                0.94095,                0.93939,                 0.9675,                0.73909,                0.89603,                0.88143,                0.90824,                0.47206,                0.89867,                 1.4766,                0.49034,                0.94997,              0.0006756,              0.0006756,              0.0006756
                    303,                0.78145,                  1.063,                0.45466,                0.88016,                0.96475,                0.93315,                0.96349,                0.73581,                0.90551,                0.87879,                0.90906,                0.50392,                0.90878,                 1.4467,                0.48545,                0.95339,              0.0006712,              0.0006712,              0.0006712
                    304,                  0.717,                  1.036,                0.44007,                0.85663,                0.96912,                0.92424,                0.96515,                0.74353,                 0.9079,                0.85879,                 0.8963,                0.46175,                0.88153,                 1.4677,                0.47935,                0.94624,              0.0006668,              0.0006668,              0.0006668
                    305,                0.76656,                 1.0142,                0.45539,                0.87009,                0.96476,                0.92424,                0.95734,                0.73158,                0.91233,                0.86718,                0.90157,                0.47435,                 0.8841,                 1.4493,                0.48231,                 0.9422,              0.0006624,              0.0006624,              0.0006624
                    306,                 0.7719,                 1.0918,                0.46104,                0.86981,                0.96341,                0.90909,                0.96502,                0.72901,                0.93086,                  0.875,                0.92059,                0.44065,                0.92567,                 1.6285,                0.49499,                0.94875,               0.000658,               0.000658,               0.000658
                    307,                0.76081,                 1.0366,                0.45107,                0.86758,                0.95596,                 0.9053,                0.96548,                0.71568,                0.90263,                0.85227,                0.89955,                0.41628,                0.97736,                  1.672,                0.51172,                0.96348,              0.0006536,              0.0006536,              0.0006536
